UserId,Location,Rating,Headline,Review,Date,Value Rating,Food Rating ,Service  Rating ,Atmosphere  Rating 
lisabee22203,Unknown,5,"Small plates, big flavors !","I met a friend for sips & bites at Cicchetti, the wine bar,  and the entire experience was great.  The small plates we tried were excellent, and so was the service ~ helpful and attentive without hovering.  I tried two of their house wines, which were very good.

We got seated before the crush, and as the place filled the noise level rose to the point of needing to raise our voices to be heard across the table ... but it was certainly a happy crowd.

I can ""amen"" the other highly positive reviews here !",4/7/2016,5,5,5,5
J G,Richmond,5,Amazing food & service,"Wow! From the moment you walk in, you feel like family. The place was jumping on a Friday night but we were seated immediately - a few minutes before our reservation time. The owner greeted us at the table, made wonderful recommendations around an appetizer and wine selection. The entrees were equally wonderful and just the right size. We lingered over our wine and dessert not feeling rushed at all. A very enjoyable evening and we will definitely be back.",3/18/2016,5,5,5,5
JL6,Unknown,5,wine and food combo,Their recommendation for the wine made the dinner exceptional. Olive oil dip for the bread was a touch of class.,3/14/2016,5,5,5,5
MBinVA_10,McLean,5,Romantic dinner for our anniversary,"We enjoyed our meal and had wonderful, attentive service. Our server made great recommendations and enhanced our meal.  We can't wait to come back!",3/11/2016,4,4,4,4
AC071980,Reston,5,Fantastic dinner,"We popped in due to an unseasonably warm night in March for patio seating. We were warmly greeted and promptly attended to. The food was excellent, small plates that we sampled were the steak spedini and the bufala, both were delicious. We also ended up with two meat and cheese plates, the soft (very mild) cheese being the star for my 10 year old daughter. As per wine selection, you can't get any better. I highly recommend for a fun evening out. 

**Please excuse any typos, English isn't my iPhones first language",3/9/2016,4,4,4,4
firebear1961,Clayton,4,close to our hotel and great food,"A group of 7 went in on a Sunday night. was seated fast, the food came out and was great. From the Italian dishes to the dessert all was great.",3/4/2016,4,4,5,4
Joanne Y,Unknown,5,"Local gem, and it also has a wine bar!","I lived in this area for many years, and often drove past this restaurant without giving it a second thought.  This past weekend, my husband and I were looking for a nice wine bar to enjoy early spring weather.  When  I Googled, this restaurant popped up.  We decided to go.

Dress code is casual, yet when you drive up, they had a complimentary valet service. This is actualy a major plus, because the parking lot is small, and can get very tight.  We went into the restaurant, thinking it was the wine bar, and were informed that the wine bar was next door, but closed for a private event.  We were then offered a table in the restaurant.

When we were seated, we were handed menus that showed a nice selection of wines and beverages, as well as the food menu.   Wines were reasonably priced, and so were the food items we considered.

We eventually started with the Grilled Calamari.  For anyone who is used to Fried calamari, this is not that.  This is a grilled delight that is moist, and delicate, and tender, and really succulent to eat.  Pairs well with a crisp white wine, or can go well with an unassuming red, too.   

For entree, I ordered the liguine con vongole with red sauce, and requested it spicy.  I was pleasantly surprised that I was given that option, having never been able to specify the level of heat in the dish before.   Sure enough, when it arrived, it was wonderful, spicy to the point of a Fra Diavolo, which was a nice change from some blander versions I have tasted in the past.

My husband had the lasagne al forno, and it was incredible, too.  Fresh, flavorful, like homemade, only better.   Along with this there was fresh home made bread with olive oil, too.

Finally came the dessert. This was something that put this restaurant into a whole separate realm from many others.   I ordered a canoli, and my husband ordered the raspberry cheesecake.  We also ordered cappucino to accomplany dessert.

For my part, my canoli arrived, and the way the filling was in it, it was as if it had been made fresh and piped in right before it was served.  It was decadently sweet, yet not cloying...  My husband's raspberry cheese cake was just as delightful.  I would go as far as to say that my canoli might have been the best I ever remember eating.  The cappucino was so creamy it needed no sweetner and tasted rich and luscious.

The staff here is very polite, and amazingly attentive.  While the restaurant became very busy while we were there, we were not pushed to finish and leave, and they did not seem like they were frantic to turn over the table like some restaurants might have been.

Overall, the experience was a very positive one, and really, for the quality of the food, extremely reasonably priced.  I hope we can go back there soon, and would definitely recommend it to others.",3/1/2016,5,5,5,5
Anacat777,Lorton,5,"Great service, great food","I have eaten at Dolce Vita many times over the years. The service has always been courteous, and their food superb! 
Most of the times I have gone for lunch, but last night I went for dinner. My favorite dish was not in the dinner menu; however the waiter told me that without hesitation the chef would prepare it for me. As always the dish was excellent! : Penne Pasta with spinach and mushroom is a wine garlic sauce. To die for!",2/26/2016,5,5,5,5
genegrandisle,Riverview,5,High quality Italian,"This is a very good resturant for authentic high quality Italian food. You literally can't go wrong here, great food and service.",2/24/2016,4,5,5,5
camelsolutions,Brevard,4,Dinner,Meal was superb. Great wine selection. Ate at the bar and they were very attentive. Excellent selection of typical Italian fare. Highly recommend,2/14/2016,4,4,4,4
Leon L,Cary,3,It is a nice place,"The restaurant is a small establishment in Fairfax City.  Parking is adequate and the service is nice.  We got our food in a reasonable time.  The spaghetti was fine but a little bland for my taste.  Because the place is so small it gets a little crowded.  All in all, it's a nice place with pretty good food.",2/1/2016,3,3,4,3
Rhoward2,Burke,4,Italian tapas,"This wine bar is the only Italian restaurant we know that offers cicchetti, the small plates similar to Spanish tapas.  We really enjoy the various plates such as the pizza cone, arancini and delicious salads and vegetable plates.  They have a daily happy hour special from 4 to 7 p.m. with a reduced price for some of the wines and $2.00 off on some of the cicchetti.  Their selection of wines is excellent.  The service is great and the atmosphere very inviting.",1/16/2016,4,4,4,4
Nancy W,Fairfax,3,Disappointed with the Change,"We have gone to Cicchetti's reverify gularly since it opened. Its happy hour was a tremendous draw including the availability of small plates and excellent wines at a discount.  We had not been for several months so checked the website to verify hours and prices.  When we arrived we learned that there had been a change of management so the happy hour selections had changed and were considerably more expensive. The quality is still good and the service was good but we were annoyed that the new management had not changed the website.  It was misleading, and quite frankly if we had seen the new pricing we probably would not have gone as we didn't think the new pricing was worth what we got.  Disappointing that a former gem has fallen by the wayside.",1/9/2016,2,4,4,4
Kempka1,Bowmanville,5,Wonderful find,"This place is amazing   fresh good, excellent service    I just love it and I am going to take my hubby there",1/6/2016,5,5,5,5
ivytravel,Fairfax Station,3,Good Lunch,"Thought we'd give this a try as we love Italian but we are pretty picky from visiting so many good Italian places. Great service and very friendly which was a big plus. They had great lunch specials, able to pick some sandwiches with a soda for 6.99 and then some others for 7.99 such as pizzas, etc. Good deal and ample amount. We also had a couple of glasses of chianti from an extensive wine list which was nice. We had the meatball parm sandwich and a margarita pizza. Both were just OK  but we've had these staples from other places that we prefer. But it was getting to be a busy place on a Monday for lunch so obviously they are pleasing to many.",12/21/2015,4,3,5,3
